p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.86058884869517e-156	0.869261202517346	0.922	0.465	4.38038432648303e-152	0	ZIC2
2.24457783982198e-156	0.500616279765699	0.999	0.965	5.28440960829289e-152	0	TUFM
2.88336004245273e-156	0.61128016259956	0.989	0.884	6.78829454794646e-152	0	NME3
8.24584860738682e-156	0.661496639712064	0.992	0.854	1.94132013763708e-151	0	NIFK
5.77667375154891e-155	0.897492645481047	0.835	0.456	1.36000230132716e-150	0	AC004148.1
6.14863859162853e-155	1.39027747533547	0.252	0.01	1.4475739836271e-150	0	CUZD1
6.39515251091225e-155	0.671201350944535	0.986	0.791	1.50561075564407e-150	0	DNMT1
7.01841353697762e-155	0.992712375812392	0.6	0.211	1.65234509901064e-150	0	ALDH1B1
9.64799399212801e-155	0.910796685633096	0.877	0.521	2.2714272255667e-150	0	TXLNG
3.13983163437859e-154	1.05934314785689	0.562	0.186	7.39210561681751e-150	0	TLCD3B
3.83531535248054e-154	0.811214355407911	0.955	0.444	9.02948293434493e-150	0	FOXD3-AS1
8.32139693728134e-154	0.574373256896274	0.992	0.917	1.95910648094414e-149	0	MRPL57
8.71933090116362e-154	0.620302061522329	0.991	0.869	2.05279207406095e-149	0	PSMD11
1.40936843431167e-153	0.931851572957668	0.858	0.525	3.31807610489995e-149	0	PIP4P2
1.71269067814618e-153	0.847684226674021	0.872	0.501	4.03218766355955e-149	0	BID
4.37994075307009e-153	0.489663110108202	1	0.992	1.03116945149529e-148	0	EIF5A
4.61788463192293e-153	0.803546685906739	0.927	0.584	1.08718857889361e-148	0	TCF7L1
1.18125231156345e-152	0.937341315395072	0.719	0.3	2.78102231711383e-148	0	NMRK2
4.30215189568899e-152	0.956403213848797	0.693	0.3	1.01285562080206e-147	0	SYNE4
1.69356389048526e-151	0.597378844490788	0.995	0.975	3.98715746736945e-147	0	MT-ND2
2.75256484371971e-151	0.601478145041259	0.995	0.883	6.4803634115693e-147	0	SMC3
6.06378416397947e-150	0.698240642013981	0.975	0.79	1.42759670572569e-145	0	RPL39L
7.39722800890851e-150	0.912777840966968	0.823	0.443	1.74152939013733e-145	0	SLC39A14
2.17886678820921e-149	0.816743538835166	0.93	0.604	5.12970607948094e-145	0	CHAF1A
4.03629204092197e-149	0.590521176987871	0.997	0.93	9.5026423519426e-145	0	DNAJA1
1.23842971888838e-148	0.606300164174996	0.999	0.926	2.9156350871789e-144	0	FDPS
1.82296929312738e-148	0.754754501686215	0.939	0.564	4.2918166068098e-144	0	CLU
2.0369247368518e-147	1.0165541626073	0.539	0.175	4.79553190797019e-143	0	PODXL2
8.2727625809132e-147	0.715485617505501	0.963	0.75	1.9476564944244e-142	0	MRPL16
2.10079453036095e-146	0.982688981192152	0.555	0.185	4.94590056282878e-142	0	KHK
3.02851179822548e-146	0.651825758725336	0.873	0.4	7.13002532656225e-142	0	GRID2
3.24250754127985e-146	0.474873266946112	1	0.989	7.63383550443515e-142	0	DYNLL1
6.68037338785161e-146	0.732725528756202	0.965	0.727	1.5727603067019e-141	0	RRP1B
9.81644020157083e-146	0.816283417867445	0.963	0.754	2.31108451665582e-141	0	VCL
1.72200038816167e-145	0.872687954363796	0.638	0.242	4.05410551384902e-141	0	ANOS1
3.55941750959365e-145	0.693564983675035	0.981	0.739	8.37993664283632e-141	0	GMNN
4.22270389250077e-144	0.573506444964012	0.997	0.886	9.94151177411457e-140	0	MRPL12
4.69747295285229e-144	0.852880829304556	0.838	0.485	1.10592605729002e-139	0	AIG1
1.07752263618246e-143	0.556232380372267	1	0.938	2.53681154236436e-139	0	CYCS
2.45495196157731e-143	0.979808654703273	0.553	0.186	5.77969340314145e-139	0	GPR176
2.62199479138473e-142	0.66666576925427	0.98	0.8	6.17296233735707e-138	0	DESI2
3.88090275664771e-142	0.89655299151443	0.275	0.025	9.1368093599757e-138	0	ECRG4
7.22951292021149e-142	0.628762334417433	0.997	0.894	1.70204422680539e-137	0	AKIRIN1
4.60244833127467e-141	0.6413384252545	0.997	0.898	1.083554410632e-136	0	SNHG14
1.35582173722509e-140	0.935639685001345	0.64	0.264	3.19201111594902e-136	0	SCCPDH
2.03274017980277e-140	0.490870447367612	1	0.952	4.78568020530966e-136	0	PPM1G
2.13474544032059e-140	0.993483871135232	0.358	0.066	5.02583119014676e-136	0	AIF1
2.46860458600989e-140	0.717181048141517	0.914	0.454	5.81183577684309e-136	0	IQGAP2
5.22134122977984e-140	0.926174002252248	0.568	0.198	1.22926036572707e-135	0	SNCA
1.65655174454374e-139	0.431097844541341	1	0.981	3.90001977217932e-135	0	NDUFV2
2.8859571975838e-139	0.734232429089358	0.936	0.641	6.79440903027153e-135	0	LSR
4.39973161360557e-139	0.544368021343878	0.995	0.912	1.03582881379116e-134	0	COA4
2.64282121402869e-138	0.79004540042002	0.908	0.575	6.22199398418774e-134	0	METTL21A
5.81563525937708e-138	1.23006316187336	0.465	0.138	1.36917500911515e-133	0	AP000459.2
8.26818761563324e-138	0.482262484131783	0.998	0.932	1.94657941034853e-133	0	MRPL11
9.675066965792e-138	0.73155491065674	0.946	0.654	2.27780101575641e-133	0	GINS2
1.29168790272705e-137	0.521335251096166	0.998	0.929	3.0410208293903e-133	0	CYC1
2.25593128375368e-137	0.567720726964811	0.989	0.869	5.31113902134129e-133	0	MRPL13
2.95336050971921e-137	0.564163108803568	0.991	0.887	6.95309664803194e-133	0	BOD1
4.10119753250327e-137	0.832497150255468	0.846	0.477	9.65544935077244e-133	0	RRS1
1.20585944441349e-136	0.322124744816188	1	0.998	2.83895488998268e-132	0	HMGA1
1.25425808171651e-136	0.93574842635624	0.3	0.04	2.95289980178517e-132	0	SPIB
1.58024908301949e-136	0.664737525961243	0.986	0.665	3.72038041615279e-132	0	THY1
3.07725739507369e-136	0.447198875145999	1	0.98	7.24478708522199e-132	0	TIMM13
4.55395053551085e-136	0.818699174977386	0.868	0.513	1.07213657457532e-131	0	TMSB15A
4.77284120153732e-136	0.450439206172264	1	0.964	1.12367000407793e-131	0	PHB
7.69915983051348e-136	0.570247764214725	0.992	0.882	1.81261319889779e-131	0	ADRM1
1.09384389799116e-135	0.554895746273727	0.996	0.886	2.57523668904059e-131	0	CDC123
1.26988040611419e-135	0.83238458787486	0.862	0.537	2.98967944011465e-131	0	MAT2A
1.44297799628412e-135	1.96564854802012	0.339	0.063	3.39720309665171e-131	0	LINC00458
2.17661477884295e-135	0.938668952491186	0.542	0.188	5.12440417382995e-131	0	SLC38A5
3.73834393207666e-135	0.914593374982511	0.645	0.273	8.80118311928809e-131	0	MTHFD2L
3.76255104013714e-135	0.977601998294493	0.523	0.177	8.85817391379488e-131	0	FCHO1
4.78234580788699e-135	0.896550200167475	0.774	0.417	1.12590767355083e-130	0	ERBB2
5.49206395733214e-135	0.47592012580118	0.999	0.963	1.29299661747471e-130	0	PA2G4
1.03363191705494e-134	0.529229323078827	0.993	0.913	2.43347962232244e-130	0	GTF3C6
1.11611370837717e-134	0.960899616067707	0.458	0.129	2.62766650363238e-130	0	COBL
1.17009695064839e-134	0.610672985079214	0.984	0.819	2.7547592509115e-130	0	ABCF1
2.1103599946354e-134	0.489474142523641	0.997	0.921	4.96842053537013e-130	0	TPM2
1.68866523066376e-133	0.478659430568596	0.999	0.943	3.9756245525517e-129	0	CCT7
1.83273156016766e-133	0.854656568344758	0.786	0.402	4.31479991210272e-129	0	HOOK1
2.32499024419156e-133	0.855353719060949	0.935	0.731	5.47372453190019e-129	0	USP9X
4.31910944433799e-133	0.88655993546272	0.69	0.316	1.01684793648049e-128	0	SCLY
4.36668141358828e-133	0.67327195236114	0.96	0.756	1.02804780520109e-128	0	TRAP1
1.09037452251982e-132	0.743259059418678	0.93	0.643	2.56706873836841e-128	0	BLVRB
1.63467944938228e-132	0.963659870908173	0.303	0.045	3.84852582768069e-128	0	SHISA2
2.02089282623565e-132	0.987952503710636	0.42	0.109	4.75778798080658e-128	0	FABP3
2.02968089796297e-132	0.490440970372795	1	0.956	4.77847773807421e-128	0	SNRPD1
2.30259435127187e-132	0.857285605975145	0.265	0.026	5.42099788119935e-128	0	TNNT2
2.46180129401818e-132	0.921312461936687	0.409	0.1	5.795818786507e-128	0	BEX5
1.09893274390749e-131	0.876893718532741	0.513	0.17	2.5872173589814e-127	0	HMOX1
1.26933282881188e-131	0.501045934673154	1	0.98	2.98839027887181e-127	0	PPP1R14B
4.10163706025438e-131	0.882189308548023	0.645	0.283	9.65648413095688e-127	0	BCAT2
7.96714961760623e-131	0.659419049848319	0.967	0.761	1.87570603447303e-126	0	MTHFD2
1.19567513950802e-130	0.496867271111834	0.999	0.94	2.81497798094373e-126	0	EIF5
1.3022070619958e-130	0.679426814163622	0.958	0.695	3.06578608605672e-126	0	NDUFAF4
2.26621569676002e-130	0.804339328663429	0.85	0.518	5.33535161488212e-126	0	PSMG4
2.42683293897132e-130	0.57398285577413	0.978	0.853	5.71349278822018e-126	0	HIKESHI
2.76638871646227e-130	0.707919043636004	0.916	0.628	6.51290895516712e-126	0	BOLA2
3.62917232784326e-130	0.60936101330912	0.99	0.786	8.54416041144138e-126	0	SLC39A10
5.77837825111309e-130	0.810230251179653	0.848	0.472	1.36040359165956e-125	0	PIMREG
2.91460438969282e-129	0.650894516470143	0.973	0.758	6.8618531146538e-125	0	SNRNP25
2.97451848627883e-129	0.653058887556325	0.967	0.729	7.00290887224626e-125	0	PSMG1
4.73879653448816e-129	0.505757334604908	0.997	0.933	1.11565486811455e-124	0	MRPS26
5.58032318856054e-129	0.468947700584995	0.998	0.95	1.31377548828281e-124	0	GLRX5
6.16644216579405e-129	0.655442434577993	0.973	0.747	1.45176547909289e-124	0	NOP58
6.71673165206873e-129	0.486110339876884	0.999	0.941	1.58132013284654e-124	0	PAICS
8.48422380550555e-129	0.969572658208249	0.472	0.146	1.99744081053017e-124	0	DDX25
1.15255144832729e-128	0.568435154390167	0.989	0.845	2.71345187479694e-124	0	GGCT
1.18071044873862e-128	0.557441547072864	0.993	0.895	2.77974660946533e-124	0	COA1
1.8731638842251e-128	0.841305681770056	0.777	0.417	4.40998973263116e-124	0	UBE2L6
5.8965585251515e-128	0.38685136250846	1	0.992	1.38822677357642e-123	0	PTGES3
1.31597912426275e-127	0.879443551006897	0.658	0.295	3.0982096522518e-123	0	GFPT2
3.14230933330658e-127	0.627350196671921	0.982	0.8	7.39793886340367e-123	0	DCTPP1
5.43107781190463e-127	0.518085608923422	0.999	0.92	1.27863864925671e-122	0	SRM
6.9116560759938e-127	0.92576123225426	0.578	0.229	1.62721118997122e-122	0	NAP1L3
7.67970163919767e-127	0.719602568815953	0.932	0.577	1.80803215691631e-122	0	CLSPN
1.08296119338089e-126	0.389776868842932	1	0.989	2.54961553757662e-122	0	SNRPB
1.73023463276468e-126	1.00162035511764	0.43	0.122	4.07349139591788e-122	0	CHAC1
5.14392962526159e-126	0.454413647562002	0.998	0.952	1.21103535167534e-121	0	NUDC
7.63629511794823e-126	0.429480276302519	0.998	0.956	1.79781295961855e-121	0	YBX3
1.10737053849072e-125	0.543378558574247	0.992	0.863	2.60708245876869e-121	0	DCAF13
1.30642017599268e-125	0.668345726136096	0.95	0.714	3.07570502033958e-121	0	COPS3
2.58819122059569e-125	0.690184644475378	0.96	0.649	6.09337859064844e-121	0	PHC1
